,user_id,input_message_kid,stage,total_attempts_in_stage,grade_norm,pre-score_norm,stage_norm,failed_attempts_norm,pos_norm,neg_norm,hel_norm,anxiety_norm,action,output,postive_feedback,reward,grade,completed,pre,post,adjusted_score,anxiety,time_stored
492,254,can we brainsrorm?,2,7,-1.,0.,-0.33333333,-0.3,-1.,-1.,-0.03161268,-0.61111111,2,We need to solve this problem to stop the natural disaster. I believe in you!,None,0.0,2,False,4,4,0,16,"11-15-2020-12:17:38-PST
"
493,254,i am kind of stuck,3,3,-1.,0.,0.,-0.7,-1.,-0.134,1.,-0.61111111,1,:),None,0.0,2,False,4,4,0,16,"11-15-2020-12:17:38-PST
"
494,254,ok :),2,7,-1.,0.,-0.33333333,-0.3,1.,-1.,-0.1063473,-0.61111111,1,:),None,0.0,2,False,4,4,0,16,"11-15-2020-12:17:38-PST
"
495,254,can we brainsrorm?,3,3,-1.,0.,0.,-0.7,-1.,-1.,-0.03161268,-0.61111111,2,"This problem is tough, but I know that we can finish it if we think hard enough. Keep trying!",None,0.0,2,False,4,4,0,16,"11-15-2020-12:17:38-PST
"
496,254,i wan't to brainstorm together,,,-1.,0.,0.,-0.7,-1.,-1.,-0.03631976,-0.61111111,2,I know we can do this together. Keep thinking!,None,-8,2,False,4,4,0,16,"11-15-2020-12:17:38-PST
"
497,264,i need help,3,19,0.,0.,0.,0.9,0.46,-1.,1.,0.16666667,2,"This problem is tough, but I know that we can finish it if we think hard enough. Keep trying!",True,0.1,3,True,4,2,0,30,"11-15-2020-13:52:43-PST
"
498,264,i still don't know ,3,19,0.,0.,0.,0.9,-1.,-1.,1.,0.16666667,1,:),None,0.0,3,True,4,2,0,30,"11-15-2020-13:52:43-PST
"
499,264,cau he,3,19,0.,0.,0.,0.9,-1.,-1.,-0.11160506,0.16666667,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,3,True,4,2,0,30,"11-15-2020-13:52:43-PST
"
500,264,I got it! :),,,0.,0.,0.,0.9,0.244,-1.,-0.03631976,0.16666667,1,:),True,0.08800000000000001,3,True,4,2,0,30,"11-15-2020-13:52:43-PST
"
501,265,I think the answer is around 3,0,1,0.,1.,-1.,-0.9,-1.,-1.,1.,-0.61111111,2,"Hey, let’s think this through together. I know we can do it!",None,0.0,3,True,8,8,0,16,"11-15-2020-14:04:19-PST
"
502,265,I think I got it,0,1,0.,1.,-1.,-0.9,-1.,-1.,-0.02507096,-0.61111111,2,You’re doing awesome! We’re so close to figuring this out and convincing the captain to let us board the boat.,None,0.0,3,True,8,8,0,16,"11-15-2020-14:04:19-PST
"
503,265,ok,1,3,0.,1.,-0.66666667,-0.7,1.,-1.,-0.1063473,-0.61111111,3,Hm... let's keep thinking!,None,0.0,3,True,8,8,0,16,"11-15-2020-14:04:19-PST
"
504,265,I got it correct,,,0.,1.,-0.66666667,-0.7,-1.,-1.,-0.03631976,-0.61111111,2,You’re almost there. Just keep trying!,None,0.001,3,True,8,8,0,16,"11-15-2020-14:04:19-PST
"
505,267,yes i know so do i do that for the rest?,0,8,1.,0.25,-1.,-0.2,-0.496,-1.,1.,-0.77777778,1,:),None,0.0,4,True,5,4,1,13,"11-15-2020-14:47:32-PST
"
506,267,i still don't get it sorry,0,8,1.,0.25,-1.,-0.2,-0.532,-1.,1.,-0.77777778,0,Move your mouse along the height to count how many chocolates would fit along the height.,True,0.11,4,True,5,4,1,13,"11-15-2020-14:47:32-PST
"
507,267,then what do i do for the other places?,0,8,1.,0.25,-1.,-0.2,-1.,-1.,1.,-0.77777778,1,:),True,0.1,4,True,5,4,1,13,"11-15-2020-14:47:32-PST
"
508,267,?,0,8,1.,0.25,-1.,-0.2,-1.,-1.,-1.,-0.77777778,0,"By sliding the chocolate along the height of the box and using the chocolate as a reference, you will find that the height fits 3 chocolates.",None,0.01,4,True,5,4,1,13,"11-15-2020-14:47:32-PST
"
509,267,hi,0,8,1.,0.25,-1.,-0.2,-1.,-1.,-0.29048756,-0.77777778,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,4,True,5,4,1,13,"11-15-2020-14:47:32-PST
"
510,267,?,0,8,1.,0.25,-1.,-0.2,-1.,-1.,-1.,-0.77777778,0,You have seen all the hints. Try your best to answer the question!,None,0.01,4,True,5,4,1,13,"11-15-2020-14:47:32-PST
"
511,267,oki,0,8,1.,0.25,-1.,-0.2,-1.,-1.,-0.49351155,-0.77777778,0,You have seen all the hints. Try your best to answer the question!,None,0.01,4,True,5,4,1,13,"11-15-2020-14:47:32-PST
"
512,267,do i just times the height by the length?,0,8,1.,0.25,-1.,-0.2,-1.,-1.,1.,-0.77777778,3,Hm... let's keep thinking!,None,0.0,4,True,5,4,1,13,"11-15-2020-14:47:32-PST
"
513,267,?,,,1.,0.25,-1.,-0.2,-1.,-1.,-1.,-0.77777778,0,You have seen all the hints. Try your best to answer the question!,None,0.9329999999999998,4,True,5,4,1,13,"11-15-2020-14:47:32-PST
"
514,268,I think I got this,,,-1.,0.75,0.33333333,-0.9,-1.,-1.,-0.02507096,-0.44444444,0,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",True,1.098,2,True,7,8,1,19,"11-15-2020-15:21:31-PST
"
515,269,? i dont get it,0,1,1.,1.,-1.,-0.9,-1.,-1.,1.,-0.72222222,2,I know we can do this together. Keep thinking!,None,0.0,4,True,8,8,0,14,"11-15-2020-15:34:25-PST
"
516,269,how many chocolates can fit in the hight,,,1.,1.,-1.,-0.9,-0.474,-1.,1.,-0.72222222,1,:),None,0.001,4,True,8,8,0,14,"11-15-2020-15:34:25-PST
"
517,270,Can you give me some pointers?,4,2,0.,0.5,0.33333333,-0.8,-1.,-1.,1.,-0.61111111,0,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",True,0.11,3,True,6,7,1,16,"11-15-2020-16:01:02-PST
"
518,270,Thanks,,,0.,0.5,0.66666667,-0.9,1.,-1.,-0.15282053,-0.61111111,3,Hm... let's keep thinking!,None,0.9879999999999999,3,True,6,7,1,16,"11-15-2020-16:01:02-PST
"
519,271,What is the height? Or can you tell me hw to estimate the height?,0,19,1.,-0.25,-1.,0.9,-1.,-1.,1.,-0.88888889,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,4,True,3,3,3,11,"11-15-2020-16:17:37-PST
"
520,271,I need a hint please. ,3,28,1.,-0.25,0.,1.8,0.07,-1.,1.,-0.88888889,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,4,True,3,3,3,11,"11-15-2020-16:17:37-PST
"
521,271,Ok Thank You!,4,2,1.,-0.25,0.33333333,-0.8,0.666,-1.,-0.03507275,-0.88888889,0,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",None,0.01,4,True,3,3,3,11,"11-15-2020-16:17:37-PST
"
522,271,May I have another hint?,,,1.,-0.25,0.,1.8,-1.,-1.,1.,-0.88888889,0,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,True,3.0589999999999997,4,True,3,3,3,11,"11-15-2020-16:17:37-PST
"
523,272,ok,,,1.,1.,-0.33333333,-0.9,1.,-1.,-0.1063473,-0.88888889,3,Hm... let's keep thinking!,None,0.001,4,True,8,7,0,11,"11-16-2020-16:21:24-PST
"
524,275,okay,,,0.,0.75,-0.33333333,-0.7,1.,-1.,-0.15501975,-0.44444444,2,"This problem is tough, but I know that we can finish it if we think hard enough. Keep trying!",None,0.001,3,True,7,7,0,19,"11-16-2020-16:25:05-PST
"
525,274,what is the height of the box?,0,3,-1.,0.75,-1.,-0.7,-1.,-1.,1.,-0.55555556,2,We need to solve this problem to stop the natural disaster. I believe in you!,None,0.0,2,True,7,4,1,17,"11-16-2020-16:43:23-PST
"
526,274,what is the height of the chocolates?,0,3,-1.,0.75,-1.,-0.7,-1.,-1.,1.,-0.55555556,2,You’re super close! Let’s think about this a little more and try again.,None,0.0,2,True,7,4,1,17,"11-16-2020-16:43:23-PST
"
527,274,5,,,-1.,0.75,-0.33333333,-0.8,-1.,-1.,-1.,-0.55555556,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.9979999999999999,2,True,7,4,1,17,"11-16-2020-16:43:23-PST
"
528,276,fire,,,1.,0.5,0.33333333,-0.9,-1.,1.,-0.21003117,-0.77777778,0,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",None,1.9979999999999998,4,True,6,8,2,13,"11-16-2020-16:47:20-PST
"
529,280,How many chocolates fit along the height?,0,3,1.,0.75,-1.,-0.7,-0.412,-1.,1.,-0.72222222,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,4,True,7,8,1,14,"11-16-2020-20:58:20-PST
"
530,280,Do you think the,,,1.,0.75,-1.,-0.7,-1.,-1.,1.,-0.72222222,0,Move your mouse along the height to count how many chocolates would fit along the height.,None,0.9849999999999999,4,True,7,8,1,14,"11-16-2020-20:58:20-PST
"
531,284,I'm confused,3,1,-1.,-0.25,0.,-0.9,-1.,0.394,1.,-0.16666667,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",True,0.11,2,True,3,5,4,24,"11-17-2020-11:15:29-PST
"
532,284,I still don't get it,3,1,-1.,-0.25,0.,-0.9,-1.,-1.,1.,-0.16666667,0,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,None,0.01,2,True,3,5,4,24,"11-17-2020-11:15:29-PST
"
533,284,how do you calculate a volume?,,,-1.,-0.25,0.,-0.9,-1.,-1.,1.,-0.16666667,0,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",True,4.072,2,True,3,5,4,24,"11-17-2020-11:15:29-PST
"
534,306,i can't,0,4,-1.,-0.25,-1.,-0.6,-1.,-1.,-0.02213507,-0.44444444,0,Move your mouse along the height to count how many chocolates would fit along the height.,None,0.01,2,True,3,7,5,19,"11-17-2020-16:11:57-PST
"
535,306,yay,3,4,-1.,-0.25,0.,-0.6,1.,-1.,-0.36503603,-0.44444444,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,2,True,3,7,5,19,"11-17-2020-16:11:57-PST
"
536,306,i don't know,3,4,-1.,-0.25,0.,-0.6,-1.,-1.,1.,-0.44444444,0,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",None,0.01,2,True,3,7,5,19,"11-17-2020-16:11:57-PST
"
537,306,hi,0,4,-1.,-0.25,-1.,-0.6,-1.,-1.,-0.29048756,-0.44444444,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,2,True,3,7,5,19,"11-17-2020-16:11:57-PST
"
538,306,ok,2,2,-1.,-0.25,-0.33333333,-0.8,1.,-1.,-0.1063473,-0.44444444,3,Hm... let's keep thinking!,None,0.0,2,True,3,7,5,19,"11-17-2020-16:11:57-PST
"
539,306,how do i find how much chocolates can fit inside marigold,3,4,-1.,-0.25,0.,-0.6,-0.566,-1.,1.,-0.44444444,0,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,None,0.01,2,True,3,7,5,19,"11-17-2020-16:11:57-PST
"
540,306,ohhh ok i get it,,,-1.,-0.25,0.,-0.6,-0.154,-1.,-0.03631976,-0.44444444,0,Think about how to calculate volume with multiplication.,None,4.933,2,True,3,7,5,19,"11-17-2020-16:11:57-PST
"
541,310,Hi,3,1,1.,1.,0.,-0.9,-1.,-1.,-0.29048756,-0.66666667,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",True,0.11,4,True,8,7,0,15,"11-17-2020-19:32:26-PST
"
542,310,Ok,4,1,1.,1.,0.33333333,-0.9,1.,-1.,-0.1063473,-0.66666667,0,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",True,0.11,4,True,8,7,0,15,"11-17-2020-19:32:26-PST
"
543,310,Ok,4,1,1.,1.,0.33333333,-0.9,1.,-1.,-0.1063473,-0.66666667,0,"If you multiply the weight per chocolate with the number of chocolates, you will get how much the box of chocolates weighs.",True,0.11,4,True,8,7,0,15,"11-17-2020-19:32:26-PST
"
544,310,Well thankyou,5,1,1.,1.,0.66666667,-0.9,0.354,-1.,-0.08473219,-0.66666667,3,Hm... let's keep thinking!,True,0.1,4,True,8,7,0,15,"11-17-2020-19:32:26-PST
"
545,310,Ok,,,1.,1.,-0.66666667,-0.9,1.,-1.,-0.1063473,-0.66666667,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.059,4,True,8,7,0,15,"11-17-2020-19:32:26-PST
"
546,312,"hmm chloconut, I don't really get this problem. can you help me?",0,10,0.,0.5,-1.,0.,-0.644,-0.544,1.,-1.,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,3,True,6,8,2,9,"11-17-2020-20:08:59-PST
"
547,312,I know ,0,10,0.,0.5,-1.,0.,-1.,-1.,1.,-1.,2,"The sooner we finish, the sooner we can cross the river on that boat! Let’s get to it!",None,0.0,3,True,6,8,2,9,"11-17-2020-20:08:59-PST
"
548,312,ok!,0,10,0.,0.5,-1.,0.,1.,-1.,-0.1063473,-1.,0,Move your mouse along the height to count how many chocolates would fit along the height.,None,0.01,3,True,6,8,2,9,"11-17-2020-20:08:59-PST
"
549,312,ok,0,10,0.,0.5,-1.,0.,1.,-1.,-0.1063473,-1.,0,"By sliding the chocolate along the height of the box and using the chocolate as a reference, you will find that the height fits 3 chocolates.",True,0.11,3,True,6,8,2,9,"11-17-2020-20:08:59-PST
"
550,312,yes chloconut I found out that,0,10,0.,0.5,-1.,0.,-0.194,-1.,-0.03631976,-1.,0,You have seen all the hints. Try your best to answer the question!,True,0.11,3,True,6,8,2,9,"11-17-2020-20:08:59-PST
"
551,312,ok,0,10,0.,0.5,-1.,0.,1.,-1.,-0.1063473,-1.,0,You have seen all the hints. Try your best to answer the question!,True,0.11,3,True,6,8,2,9,"11-17-2020-20:08:59-PST
"
552,312,ok,0,10,0.,0.5,-1.,0.,1.,-1.,-0.1063473,-1.,0,You have seen all the hints. Try your best to answer the question!,True,0.11,3,True,6,8,2,9,"11-17-2020-20:08:59-PST
"
553,312,I know now!,3,1,0.,0.5,0.,-0.9,-1.,-1.,1.,-1.,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,3,True,6,8,2,9,"11-17-2020-20:08:59-PST
"
554,312,we will get across the river in no time!,,,0.,0.5,0.,-0.9,-1.,-0.524,-0.03161268,-1.,0,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,True,2.0069999999999997,3,True,6,8,2,9,"11-17-2020-20:08:59-PST
"
555,285,how can we find the chocalate,,,0.,1.,-1.,-0.9,-1.,-1.,1.,-0.33333333,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.098,3,True,8,8,0,21,"11-18-2020-14:56:06-PST
"
556,286,Can you help me,2,4,-1.,0.,-0.33333333,-0.6,-0.052,-1.,1.,-1.,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,2,True,4,4,0,9,"11-18-2020-16:14:17-PST
"
557,286,,0,6,-1.,0.,-1.,-0.4,-1.,-1.,-1.,-1.,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,2,True,4,4,0,9,"11-18-2020-16:14:17-PST
"
558,286,I'm stuck,0,6,-1.,0.,-1.,-0.4,-1.,0.334,1.,-1.,0,Move your mouse along the height to count how many chocolates would fit along the height.,True,0.11,2,True,4,4,0,9,"11-18-2020-16:14:17-PST
"
559,286,"I NEED A HINT,PLEASE!",3,20,-1.,0.,0.,1.,-1.,-1.,1.,-1.,1,:),None,0.0,2,True,4,4,0,9,"11-18-2020-16:14:17-PST
"
560,286,Ummmmm,3,20,-1.,0.,0.,1.,-1.,-1.,-1.,-1.,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,2,True,4,4,0,9,"11-18-2020-16:14:17-PST
"
561,286,uh still have major prob,3,20,-1.,0.,0.,1.,-1.,-1.,-0.0591944,-1.,0,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,None,0.01,2,True,4,4,0,9,"11-18-2020-16:14:17-PST
"
562,286,I.,3,20,-1.,0.,0.,1.,-1.,-1.,-0.03631976,-1.,1,:),None,0.0,2,True,4,4,0,9,"11-18-2020-16:14:17-PST
"
563,286,Can't,3,20,-1.,0.,0.,1.,-1.,-1.,-0.02213507,-1.,0,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",None,0.01,2,True,4,4,0,9,"11-18-2020-16:14:17-PST
"
564,286,22,3,20,-1.,0.,0.,1.,-1.,-1.,-1.,-1.,0,Think about how to calculate volume with multiplication.,None,0.01,2,True,4,4,0,9,"11-18-2020-16:14:17-PST
"
565,286,+22,3,20,-1.,0.,0.,1.,-1.,-1.,-1.,-1.,0,Area = Length x Width = 6 x 5 = 30,None,0.01,2,True,4,4,0,9,"11-18-2020-16:14:17-PST
"
566,286,=44,3,20,-1.,0.,0.,1.,-1.,-1.,-1.,-1.,0,Putting them together:,None,0.01,2,True,4,4,0,9,"11-18-2020-16:14:17-PST
"
567,286,18+18=36,3,20,-1.,0.,0.,1.,-1.,-1.,-1.,-1.,0,You have seen all the hints. Try your best to answer the question!,None,0.01,2,True,4,4,0,9,"11-18-2020-16:14:17-PST
"
568,286,"U told me the answer already,Rainbow Glitter Yeti",,,-1.,0.,0.33333333,-0.9,-1.,-1.,1.,-1.,0,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",None,-0.132,2,True,4,4,0,9,"11-18-2020-16:14:17-PST
"
569,290,i need help,0,2,-1.,-0.25,-1.,-0.8,0.46,-1.,1.,-0.61111111,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,2,True,3,5,3,16,"11-18-2020-17:44:52-PST
"
570,290,still dont get it,3,4,-1.,-0.25,0.,-0.6,-1.,-1.,1.,-0.61111111,0,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",None,0.01,2,True,3,5,3,16,"11-18-2020-17:44:52-PST
"
571,290,Help!!!!!!!!!!!!!,3,4,-1.,-0.25,0.,-0.6,-1.,-1.,1.,-0.61111111,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,2,True,3,5,3,16,"11-18-2020-17:44:52-PST
"
572,290,hint plz,,,-1.,-0.25,0.,-0.6,0.13,-1.,1.,-0.61111111,0,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,None,2.9589999999999996,2,True,3,5,3,16,"11-18-2020-17:44:52-PST
"
573,311,hint,,,-1.,1.,-0.33333333,-0.3,-1.,-1.,1.,-1.,0,You can move your mouse close to the box to turn it into a chocolate!,None,-0.0020000000000000018,2,True,8,8,0,9,"11-18-2020-17:56:13-PST
"
574,292,hmm,0,3,-1.,0.,-1.,-0.7,-1.,-1.,-0.24409562,-0.72222222,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,2,True,4,5,3,14,"11-18-2020-18:16:41-PST
"
575,292,lets see,0,3,-1.,0.,-1.,-0.7,-1.,-1.,-0.05808198,-0.72222222,0,Move your mouse along the height to count how many chocolates would fit along the height.,True,0.11,2,True,4,5,3,14,"11-18-2020-18:16:41-PST
"
576,292,what method should I use?,3,7,-1.,0.,0.,-0.3,-1.,-1.,1.,-0.72222222,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,2,True,4,5,3,14,"11-18-2020-18:16:41-PST
"
577,292,hmm,3,7,-1.,0.,0.,-0.3,-1.,-1.,-0.24409562,-0.72222222,0,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,None,0.01,2,True,4,5,3,14,"11-18-2020-18:16:41-PST
"
578,292,do you use addition?,3,7,-1.,0.,0.,-0.3,-1.,-1.,1.,-0.72222222,0,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",None,0.01,2,True,4,5,3,14,"11-18-2020-18:16:41-PST
"
579,292,hmm,,,-1.,0.,0.,-0.3,-1.,-1.,-0.24409562,-0.72222222,0,Think about how to calculate volume with multiplication.,None,2.933,2,True,4,5,3,14,"11-18-2020-18:16:41-PST
"
580,294,ok,,,-1.,0.,0.,-0.2,1.,-1.,-0.1063473,-0.88888889,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,-0.0020000000000000018,2,True,4,3,0,11,"11-18-2020-18:21:56-PST
"
581,301,ok,1,3,0.,0.,-0.66666667,-0.7,1.,-1.,-0.1063473,0.,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,3,True,4,3,0,27,"11-19-2020-12:24:07-PST
"
582,301,2+3=,3,1,0.,0.,0.,-0.9,-1.,-1.,-1.,0.,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,3,True,4,3,0,27,"11-19-2020-12:24:07-PST
"
583,301,15x6,,,0.,0.,0.,-0.9,-1.,-1.,-1.,0.,0,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,None,-0.028000000000000008,3,True,4,3,0,27,"11-19-2020-12:24:07-PST
"
584,300,okay,,,1.,0.75,0.,-0.9,1.,-1.,-0.15501975,-0.66666667,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",True,1.098,4,True,7,8,1,15,"11-19-2020-12:53:57-PST
"
585,314,I think that 3 chocolates will fit in the height. What do you think?,0,1,-1.,0.75,-1.,-0.9,-0.63,-1.,1.,-0.88888889,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,2,True,7,8,1,11,"11-19-2020-15:40:16-PST
"
586,314,5,,,-1.,0.75,-0.66666667,-0.9,-1.,-1.,-1.,-0.88888889,0,You can move your mouse close to the box to turn it into a chocolate!,True,1.085,2,True,7,8,1,11,"11-19-2020-15:40:16-PST
"
587,316,can i have a hint?,,,-1.,-0.5,0.,-0.9,-1.,-1.,1.,-0.61111111,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,5.998,2,True,2,8,6,16,"11-19-2020-16:35:33-PST
"
588,313,what do i do,0,1,-1.,0.5,-1.,-0.9,-1.,-1.,1.,-0.38888889,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,2,True,6,6,1,20,"11-19-2020-17:45:14-PST
"
589,313,thx,0,1,-1.,0.5,-1.,-0.9,1.,-1.,-0.44500866,-0.38888889,2,I love a good challenge. Let’s regroup and think about this some more.,None,0.0,2,True,6,6,1,20,"11-19-2020-17:45:14-PST
"
590,313,hmmm ur right,0,1,-1.,0.5,-1.,-0.9,-1.,-1.,-0.08771972,-0.38888889,0,Move your mouse along the height to count how many chocolates would fit along the height.,None,0.01,2,True,6,6,1,20,"11-19-2020-17:45:14-PST
"
591,313,are you ok?,0,1,-1.,0.5,-1.,-0.9,0.048,-1.,-0.03507275,-0.38888889,0,You have seen all the hints. Try your best to answer the question!,True,0.11,2,True,6,6,1,20,"11-19-2020-17:45:14-PST
"
592,313,we should get going,0,1,-1.,0.5,-1.,-0.9,-1.,-1.,-0.03161268,-0.38888889,0,You have seen all the hints. Try your best to answer the question!,None,0.01,2,True,6,6,1,20,"11-19-2020-17:45:14-PST
"
593,313,okkkkkkkk,0,1,-1.,0.5,-1.,-0.9,-1.,-1.,-1.,-0.38888889,0,You have seen all the hints. Try your best to answer the question!,None,0.01,2,True,6,6,1,20,"11-19-2020-17:45:14-PST
"
594,313,how do i do this,1,1,-1.,0.5,-0.66666667,-0.9,-1.,-1.,1.,-0.38888889,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,2,True,6,6,1,20,"11-19-2020-17:45:14-PST
"
595,313,hi can i know more about u,4,1,-1.,0.5,0.33333333,-0.9,-1.,-1.,1.,-0.38888889,0,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",None,0.01,2,True,6,6,1,20,"11-19-2020-17:45:14-PST
"
596,313,how do u do it,4,1,-1.,0.5,0.33333333,-0.9,-1.,-1.,1.,-0.38888889,0,"If you multiply the weight per chocolate with the number of chocolates, you will get how much the box of chocolates weighs.",None,0.01,2,True,6,6,1,20,"11-19-2020-17:45:14-PST
"
597,313,is it 180,4,1,-1.,0.5,0.33333333,-0.9,-1.,-1.,-0.0572697,-0.38888889,0,Weight of the box of chocolates,None,0.01,2,True,6,6,1,20,"11-19-2020-17:45:14-PST
"
598,313,ok,5,1,-1.,0.5,0.66666667,-0.9,1.,-1.,-0.1063473,-0.38888889,0,You have seen all the hints. Try your best to answer the question!,None,0.01,2,True,6,6,1,20,"11-19-2020-17:45:14-PST
"
599,313,ok,0,1,-1.,0.5,-1.,-0.9,1.,-1.,-0.1063473,-0.38888889,0,"By sliding the chocolate along the height of the box and using the chocolate as a reference, you will find that the height fits 3 chocolates.",None,0.01,2,True,6,6,1,20,"11-19-2020-17:45:14-PST
"
600,313,can you give me a hint,1,1,-1.,0.5,-0.66666667,-0.9,-1.,-1.,1.,-0.38888889,0,Move your mouse along the width to count how many chocolates would fit along the width.,None,0.01,2,True,6,6,1,20,"11-19-2020-17:45:14-PST
"
601,313,how many is it,1,1,-1.,0.5,-0.66666667,-0.9,-1.,-1.,1.,-0.38888889,0,"By sliding the chocolate along the width of the box and using the chocolate as a reference, you will find that the width fits 5 chocolates.",None,0.01,2,True,6,6,1,20,"11-19-2020-17:45:14-PST
"
602,313,wow,2,1,-1.,0.5,-0.33333333,-0.9,1.,-1.,-0.21525357,-0.38888889,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,2,True,6,6,1,20,"11-19-2020-17:45:14-PST
"
603,313,how many is it,2,1,-1.,0.5,-0.33333333,-0.9,-1.,-1.,1.,-0.38888889,0,Move your mouse along the length to count how many chocolates would fit along the length.,None,0.01,2,True,6,6,1,20,"11-19-2020-17:45:14-PST
"
604,313,ook,2,1,-1.,0.5,-0.33333333,-0.9,-1.,-1.,-0.26035293,-0.38888889,0,"By sliding the chocolate along the length of the box and using the chocolate as a reference, you will find that the length fits 6 chocolates",None,0.01,2,True,6,6,1,20,"11-19-2020-17:45:14-PST
"
605,313,wow how r u so good',2,1,-1.,0.5,-0.33333333,-0.9,0.556,-1.,1.,-0.38888889,0,You have seen all the hints. Try your best to answer the question!,None,0.01,2,True,6,6,1,20,"11-19-2020-17:45:14-PST
"
606,313,ok and,5,1,-1.,0.5,0.66666667,-0.9,0.376,-1.,-0.1063473,-0.38888889,0,"Because 180 is smaller than 200, you should be safe to board the boat with the chocolates.",None,0.01,2,True,6,6,1,20,"11-19-2020-17:45:14-PST
"
607,313,what does this mean,,,-1.,0.5,0.66666667,-0.9,-1.,-1.,1.,-0.38888889,0,"Remember that, the weight of the box of chocolates can’t be more than 200 ounces.",None,0.7639999999999999,2,True,6,6,1,20,"11-19-2020-17:45:14-PST
"
608,320,Hi! I am doing great. I don't need help,4,1,0.,0.5,0.33333333,-0.9,-0.246,-0.612,1.,-0.55555556,1,:),True,0.1,3,True,6,7,1,17,"11-21-2020-10:27:07-PST
"
609,320,;),,,0.,0.5,0.33333333,-0.9,1.,-1.,-1.,-0.55555556,3,"Think of what equation to use to calculate the total weight, when you know the number of chocolate and how much each chocolate weighs.",True,1.101,3,True,6,7,1,17,"11-21-2020-10:27:07-PST
"
